"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorTFIDFCosine record1Value","[0] BookTitleComparatorTFIDFCosine record2Value","[0] BookTitleComparatorTFIDFCosine record1PreprocessedValue","[0] BookTitleComparatorTFIDFCosine record2PreprocessedValue","[0] BookTitleComparatorTFIDFCosine similarity","[0] BookTitleComparatorTFIDFCosine postproccesedSimilarity","[1] BookAuthorComparatorJaccard record1Value","[1] BookAuthorComparatorJaccard record2Value","[1] BookAuthorComparatorJaccard record1PreprocessedValue","[1] BookAuthorComparatorJaccard record2PreprocessedValue","[1] BookAuthorComparatorJaccard similarity","[1] BookAuthorComparatorJaccard postproccesedSimilarity","[2] BookGenreComparatorJaccard record1Value","[2] BookGenreComparatorJaccard record2Value","[2] BookGenreComparatorJaccard record1PreprocessedValue","[2] BookGenreComparatorJaccard record2PreprocessedValue","[2] BookGenreComparatorJaccard similarity","[2] BookGenreComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","Goodreads_books_23742","Amazon_10584","0.8999999999999999",,"The Walking Dead, Vol. 9: Here We Remain","The Walking Dead Volume 8: Made To Suffer","The Walking Dead, Vol. 9: Here We Remain","The Walking Dead Volume 8: Made To Suffer","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4144","Amazon_10521","0.8999999999999999",,"The Walking Dead, Vol. 7: The Calm Before","The Walking Dead Volume 13: Too Far Gone","The Walking Dead, Vol. 7: The Calm Before","The Walking Dead Volume 13: Too Far Gone","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_27982","Amazon_3234","0.0",,"The Devil's Kiss","The Demonologist","The Devil's Kiss","The Demonologist","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32191","Amazon_18012","0.9999999999999999",,"Ship of Destiny","Ship of Destiny","Ship of Destiny","Ship of Destiny","1.0","1.0","Robin Hobb","Robin Hobb","Robin Hobb","Robin Hobb","1.0","1.0","Fantasy","Fantasy","Fantasy","Fantasy","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_3579","Amazon_22632","0.9999999999999999",,"A Sentimental Journey","A Sentimental Journey and Other Writings","A Sentimental Journey","A Sentimental Journey and Other Writings","1.0","1.0","Laurence Sterne","Laurence Sterne","Laurence Sterne","Laurence Sterne","1.0","1.0","Travel","Travel","Travel","Travel","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_3967","Amazon_10220","0.8999999999999999",,"The Walking Dead, Vol. 5: The Best Defense","The Walking Dead Compendium Volume 3","The Walking Dead, Vol. 5: The Best Defense","The Walking Dead Compendium Volume 3","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_35341","Amazon_202","0.8999999999999999",,"Wreck This Journal","Wreck This Journal (Paper Bag)","Wreck This Journal","Wreck This Journal (Paper Bag)","1.0","1.0","Keri Smith","Keri Smith","Keri Smith","Keri Smith","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30614","Amazon_16913","0.9999999999999999",,"Graceling","Graceling","Graceling","Graceling","1.0","1.0","Kristin Cashore","Kristin Cashore","Kristin Cashore","Kristin Cashore","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_2588","Amazon_7673","0.8999999999999999",,"The Boy on the Bridge","The Boy on the Bridge","The Boy on the Bridge","The Boy on the Bridge","1.0","1.0","M.R. Carey","M. R. Carey","M.R. Carey","M. R. Carey","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_13322","Amazon_7247","0.3",,"Berserk, Vol. 9","Berserk Volume 8","Berserk, Vol. 9","Berserk Volume 8","0.0","0.0","Kentaro Miura","Kentaro Miura","Kentaro Miura","Kentaro Miura","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_21383","Amazon_18541","0.0",,"Living With IT: A Survivor's Guide to Panic Attacks","Living Wild","Living With IT: A Survivor's Guide to Panic Attacks","Living Wild","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_39303","Amazon_5103","0.0",,"Black Unicorn","Black & White","Black Unicorn","Black & White","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_26329","Amazon_11547","0.0",,"The Sterkarm Handshake","The Story of the World: History for the Classical Child","The Sterkarm Handshake","The Story of the World: History for the Classical Child","0.0","0.0","Susan Price","Susan Wise Bauer","Susan Price","Susan Wise Bauer","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3686","Amazon_4687","0.0",,"The Last Hour","The Land of Stories: The Wishing Spell","The Last Hour","The Land of Stories: The Wishing Spell","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_37773","Amazon_1580","0.0",,"The Great Brain","The Great Irish Weather Book","The Great Brain","The Great Irish Weather Book","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_13350","Amazon_17518","0.0",,"The Little Black Book of Style","The Little Breton Bistro","The Little Black Book of Style","The Little Breton Bistro","0.0","0.0","Nina García","Nina George","Nina García","Nina George","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_5594","Amazon_16266","0.0",,"The Ringmaster's Daughter","The Righteous Mind","The Ringmaster's Daughter","The Righteous Mind","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3261","Amazon_8409","0.0",,"The People of the Abyss","The Penguin Dictionary of Literary Terms and Literary Theory","The People of the Abyss","The Penguin Dictionary of Literary Terms and Literary Theory","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_137","Amazon_15158","0.0",,"The Last Vampire","The Last Night of the Earth Poems","The Last Vampire","The Last Night of the Earth Poems","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3303","Amazon_1365","0.9999999999999999",,"The Sixth Extinction: An Unnatural History","The Sixth Extinction","The Sixth Extinction: An Unnatural History","The Sixth Extinction","1.0","1.0","Elizabeth Kolbert","Elizabeth Kolbert","Elizabeth Kolbert","Elizabeth Kolbert","1.0","1.0","Science","Science","Science","Science","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_28822","Amazon_7775","0.8999999999999999",,"Imitation in Death","Imitation in Death","Imitation in Death","Imitation in Death","1.0","1.0","J.D. Robb","J. D. Robb","J.D. Robb","J. D. Robb","1.0","1.0","Mystery-Crime","Crime","Mystery-Crime","Crime","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_34546","Amazon_16283","0.9999999999999999",,"Knowing God","Knowing God","Knowing God","Knowing God","1.0","1.0","J.I. Packer","J. I. Packer","J.I. Packer","J. I. Packer","1.0","1.0","Religion","Religion","Religion","Religion","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_23121","Amazon_7533","0.9999999999999999",,"Fever of the Bone","Fever Of The Bone","Fever of the Bone","Fever Of The Bone","1.0","1.0","Val McDermid","Val McDermid","Val McDermid","Val McDermid","1.0","1.0","Thriller","Thriller","Thriller","Thriller","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_30521","Amazon_20243","0.8999999999999999",,"Heart of Darkness","Heart of Darkness Thrift Study","Heart of Darkness","Heart of Darkness Thrift Study","1.0","1.0","Joseph Conrad","Joseph Conrad","Joseph Conrad","Joseph Conrad","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31320","Amazon_15390","0.8999999999999999",,"The Turn of the Screw","The Turn of the Screw & The Aspern Papers","The Turn of the Screw","The Turn of the Screw & The Aspern Papers","1.0","1.0","Henry James","Henry James","Henry James","Henry James","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_21173","Amazon_18733","0.0",,"The Collected Stories of Stefan Zweig","The Complete Guide to Hunting, Butchering, and Cooking Wild Game, Volume 2","The Collected Stories of Stefan Zweig","The Complete Guide to Hunting, Butchering, and Cooking Wild Game, Volume 2","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_38761","Amazon_10741","0.3",,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together","Scott Pilgrim Color: Precious Little Life Volume 1","Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together","Scott Pilgrim Color: Precious Little Life Volume 1","0.0","0.0","Bryan Lee O'Malley","Bryan Lee O'Malley","Bryan Lee O'Malley","Bryan Lee O'Malley","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4004","Amazon_6983","0.3",,"Murder in Mesopotamia","Murder on the Orient Express","Murder in Mesopotamia","Murder on the Orient Express","0.0","0.0","Agatha Christie","Agatha Christie","Agatha Christie","Agatha Christie","1.0","1.0","Mystery-Crime","Crime","Mystery-Crime","Crime","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_10385","Amazon_14841","0.0",,"How to Meet Boys","How to Become a Straight-A Student","How to Meet Boys","How to Become a Straight-A Student","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_19032","Amazon_4197","0.0",,"The Challenge","The Choice Factory","The Challenge","The Choice Factory","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_38638","Amazon_19739","0.0",,"The Charioteer","The Chosen Dead","The Charioteer","The Chosen Dead","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_15321","Amazon_4978","0.0",,"The Pirate Daughter's Promise","The Pigeon HAS to Go to School!","The Pirate Daughter's Promise","The Pigeon HAS to Go to School!","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_19272","Amazon_4969","0.0",,"The World Treasury of Science Fiction","The World's Worst Teachers","The World Treasury of Science Fiction","The World's Worst Teachers","0.0","0.0","David G. Hartwell","David Walliams","David G. Hartwell","David Walliams","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_15172","Amazon_16507","0.0",,"The Defector","The Devil's Delusion","The Defector","The Devil's Delusion","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_38742","Amazon_14908","0.0",,"How to Stop Worrying and Start Living","How to See Yourself As You Really Are","How to Stop Worrying and Start Living","How to See Yourself As You Really Are","0.0","0.0","","","","","0.0","0.0","Self Help-Personal Development","Personal-Development","Self Help-Personal Development","Personal-Development","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30059","Amazon_7593","0.0",,"The Lady and the Lion","The Lake House","The Lady and the Lion","The Lake House","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_29010","Amazon_4648","0.0",,"The Master of Disguise: My Secret Life in the CIA","The Martian","The Master of Disguise: My Secret Life in the CIA","The Martian","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_36492","Amazon_16651","0.0",,"The Last Little Blue Envelope","The Law of Divine Compensation","The Last Little Blue Envelope","The Law of Divine Compensation","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31703","Amazon_18254","0.9999999999999999",,"Caraval","Caraval","Caraval","Caraval","1.0","1.0","Stephanie Garber","Stephanie Garber","Stephanie Garber","Stephanie Garber","1.0","1.0","Fantasy","Fantasy","Fantasy","Fantasy","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_4144","Amazon_10544","0.8999999999999999",,"The Walking Dead, Vol. 7: The Calm Before","The Walking Dead Volume 19: March to War","The Walking Dead, Vol. 7: The Calm Before","The Walking Dead Volume 19: March to War","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_28364","Amazon_8242","0.0",,"The Birth of the Clinic: An Archaeology of Medical Perception","The Big Short","The Birth of the Clinic: An Archaeology of Medical Perception","The Big Short","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31735","Amazon_7504","0.7",,"The Girl Who Loved Tom Gordon","The Girl Who Kicked the Hornet's Nest","The Girl Who Loved Tom Gordon","The Girl Who Kicked the Hornet's Nest","1.0","1.0","","","","","0.0","0.0","Thriller","Thriller","Thriller","Thriller","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_23298","Amazon_3590","0.0",,"How to Practice: The Way to a Meaningful Life","How to Win Friends and Influence People","How to Practice: The Way to a Meaningful Life","How to Win Friends and Influence People","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4478","Amazon_21105","0.3",,"Pippi Goes on Board","Pippi Longstocking","Pippi Goes on Board","Pippi Longstocking","0.0","0.0","Astrid Lindgren","Astrid Lindgren","Astrid Lindgren","Astrid Lindgren","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_8298","Amazon_11803","0.0",,"The Passing of Mother Mary","The Path","The Passing of Mother Mary","The Path","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4782","Amazon_7450","0.0",,"Deadline","Dead Lions","Deadline","Dead Lions","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_11225","Amazon_14468","0.0",,"Deathblow","Death at Seaworld","Deathblow","Death at Seaworld","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_9259","Amazon_4838","0.3",,"Harry Potter y el cáliz de fuego","Harry Potter and the Goblet of Fire","Harry Potter y el cáliz de fuego","Harry Potter and the Goblet of Fire","0.0","0.0","J.K. Rowling","J.K. Rowling","J.K. Rowling","J.K. Rowling","1.0","1.0","Childrens","Childrens-Books","Childrens","Childrens-Books","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_36217","Amazon_8917","0.0",,"The Red Garden","The Rest is Noise","The Red Garden","The Rest is Noise","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_35676","Amazon_12859","0.8999999999999999",,"The Rosie Effect","The Rosie Effect","The Rosie Effect","The Rosie Effect","1.0","1.0","Graeme Simsion","Graeme Simsion","Graeme Simsion","Graeme Simsion","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30934","Amazon_20440","0.0",,"The Scorch Trials","The Science of Wine","The Scorch Trials","The Science of Wine","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_9181","Amazon_2935","0.0",,"The Millstone","The Mitford Girls","The Millstone","The Mitford Girls","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_24426","Amazon_18701","0.0",,"The Grenadillo Box","The Great Cave Rescue","The Grenadillo Box","The Great Cave Rescue","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_12575","Amazon_17819","0.9999999999999999",,"The Last Unicorn","The Last Unicorn","The Last Unicorn","The Last Unicorn","1.0","1.0","Peter S. Beagle","Peter S Beagle","Peter S. Beagle","Peter S Beagle","1.0","1.0","Fantasy","Fantasy","Fantasy","Fantasy","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_23744","Amazon_10156","0.09999999999999999",,"The War of Wars: The Great European Conflict 1793 - 1815","The Walking Dead Volume 1: Days Gone Bye","The War of Wars: The Great European Conflict 1793 - 1815","The Walking Dead Volume 1: Days Gone Bye","0.0","0.0","Robert Harvey","Robert Kirkman","Robert Harvey","Robert Kirkman","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_14071","Amazon_10850","0.3",,"Yotsuba&!, Vol. 4","Yotsuba&!, Vol. 7","Yotsuba&!, Vol. 4","Yotsuba&!, Vol. 7","0.0","0.0","Kiyohiko Azuma","Kiyohiko Azuma","Kiyohiko Azuma","Kiyohiko Azuma","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4266","Amazon_14642","0.8999999999999999",,"Teaching a Stone to Talk: Expeditions and Encounters","Teaching a Stone to Talk","Teaching a Stone to Talk: Expeditions and Encounters","Teaching a Stone to Talk","1.0","1.0","Annie Dillard","Annie Dillard","Annie Dillard","Annie Dillard","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30836","Amazon_10559","0.8999999999999999",,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass","The Mortal Instruments: The Graphic Novel, Vol. 1","The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass","The Mortal Instruments: The Graphic Novel, Vol. 1","1.0","1.0","Cassandra Clare","Cassandra Clare","Cassandra Clare","Cassandra Clare","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_26515","Amazon_11222","0.0",,"The Camelot Code","The Cactus","The Camelot Code","The Cactus","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_13875","Amazon_18230","0.9999999999999999",,"Metro 2035","Metro 2035","Metro 2035","Metro 2035","1.0","1.0","Dmitry Glukhovsky","Dmitry Glukhovsky","Dmitry Glukhovsky","Dmitry Glukhovsky","1.0","1.0","Science Fiction","Science-Fiction","Science Fiction","Science-Fiction","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_14071","Amazon_10858","0.3",,"Yotsuba&!, Vol. 4","Yotsuba&!, Vol. 9","Yotsuba&!, Vol. 4","Yotsuba&!, Vol. 9","0.0","0.0","Kiyohiko Azuma","Kiyohiko Azuma","Kiyohiko Azuma","Kiyohiko Azuma","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_17130","Amazon_150","0.09999999999999999",,"The Holy Road","The How Not To Die Cookbook","The Holy Road","The How Not To Die Cookbook","0.0","0.0","Michael Blake","Michael Greger","Michael Blake","Michael Greger","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_26582","Amazon_8909","0.3",,"Kris Jenner . . . And All Things Kardashian","Kris Jenner... And All Things Kardashian","Kris Jenner . . . And All Things Kardashian","Kris Jenner... And All Things Kardashian","0.0","0.0","Kris Jenner","Kris Jenner","Kris Jenner","Kris Jenner","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_578","Amazon_5347","0.8999999999999999","1","Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science)","Structure and Interpretation of Computer Programs","Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science)","Structure and Interpretation of Computer Programs","1.0","1.0","Harold Abelson","Harold Abelson","Harold Abelson","Harold Abelson","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_37556","Amazon_12098","0.8999999999999999",,"A Vindication of the Rights of Woman","A Vindication of the Rights of Woman","A Vindication of the Rights of Woman","A Vindication of the Rights of Woman","1.0","1.0","Mary Wollstonecraft","Mary Wollstonecraft","Mary Wollstonecraft","Mary Wollstonecraft","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_38764","Amazon_20330","0.09999999999999999",,"The Last Child","The Laws of Simplicity","The Last Child","The Laws of Simplicity","0.0","0.0","John Hart","John Maeda","John Hart","John Maeda","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_281","Amazon_4491","0.3",,"Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry","Harry Potter and the Prisoner of Azkaban","Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry","Harry Potter and the Prisoner of Azkaban","0.0","0.0","J.K. Rowling","J. K. Rowling","J.K. Rowling","J. K. Rowling","1.0","1.0","Childrens","Childrens-Books","Childrens","Childrens-Books","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_11844","Amazon_11393","0.0",,"All These Beautiful Strangers","All the Rules: Time-tested Secrets for Capturing the Heart of Mr. Right","All These Beautiful Strangers","All the Rules: Time-tested Secrets for Capturing the Heart of Mr. Right","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_28434","Amazon_3599","0.09999999999999999",,"Masters of Rome","Mastery","Masters of Rome","Mastery","0.0","0.0","Robert Fabbri","Robert Greene","Robert Fabbri","Robert Greene","0.3333333333333333","0.3333333333333333","Business-Amazon","Business","Business-Amazon","Business","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32159","Amazon_18148","0.9999999999999999",,"Feet of Clay","Feet Of Clay","Feet of Clay","Feet Of Clay","1.0","1.0","Terry Pratchett","Terry Pratchett","Terry Pratchett","Terry Pratchett","1.0","1.0","Fantasy","Fantasy","Fantasy","Fantasy","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_33481","Amazon_4112","0.6",,"The Botany of Desire: A Plant's-Eye View of the World","The Book Of Five Rings","The Botany of Desire: A Plant's-Eye View of the World","The Book Of Five Rings","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30686","Amazon_20924","0.9999999999999999",,"Tuck Everlasting","Tuck Everlasting","Tuck Everlasting","Tuck Everlasting","1.0","1.0","Natalie Babbitt","Natalie Babbitt","Natalie Babbitt","Natalie Babbitt","1.0","1.0","Young Adult","Young-Adult","Young Adult","Young-Adult","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_32648","Amazon_5098","0.8999999999999999",,"Smile","Smile","Smile","Smile","1.0","1.0","Raina Telgemeier","Raina Telgemeier","Raina Telgemeier","Raina Telgemeier","1.0","1.0","Childrens","Childrens-Books","Childrens","Childrens-Books","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_26765","Amazon_13651","0.0",,"The Book Of Psalms And The Song Of Solomon","The Body is the Barometer of the Soul So be Your Own Doctor: II","The Book Of Psalms And The Song Of Solomon","The Body is the Barometer of the Soul So be Your Own Doctor: II","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_6325","Amazon_19079","0.0",,"Soccer Chick Rules","Soccer Tough","Soccer Chick Rules","Soccer Tough","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_1399","Amazon_18255","0.9999999999999999",,"Time Out of Joint","Time Out Of Joint","Time Out of Joint","Time Out Of Joint","1.0","1.0","Philip K. Dick","Philip K. Dick","Philip K. Dick","Philip K. Dick","1.0","1.0","Science Fiction","Science-Fiction","Science Fiction","Science-Fiction","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_14416","Amazon_5385","0.7",,"The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage","The Cuckoo's Egg","The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage","The Cuckoo's Egg","1.0","1.0","Clifford Stoll","Cliff Stoll","Clifford Stoll","Cliff Stoll","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4144","Amazon_10562","0.8999999999999999",,"The Walking Dead, Vol. 7: The Calm Before","The Walking Dead Volume 14: No Way Out","The Walking Dead, Vol. 7: The Calm Before","The Walking Dead Volume 14: No Way Out","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_37161","Amazon_16632","0.0",,"The Walking Dead, Compendium 1","The Way of Blessing","The Walking Dead, Compendium 1","The Way of Blessing","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_21827","Amazon_1084","0.09999999999999999",,"The Green Mile, Part 6: Coffey on the Mile","The Grand Design","The Green Mile, Part 6: Coffey on the Mile","The Grand Design","0.0","0.0","Stephen King","Stephen Hawking","Stephen King","Stephen Hawking","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_37643","Amazon_1760","0.0",,"The Unexpected Guest","The Universe in Your Hand","The Unexpected Guest","The Universe in Your Hand","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_7859","Amazon_2813","0.0",,"The Haven","The Happiness Project","The Haven","The Happiness Project","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_37185","Amazon_10436","0.8999999999999999",,"Death Note, Vol. 11: Kindred Spirits","Death Note, Vol. 2","Death Note, Vol. 11: Kindred Spirits","Death Note, Vol. 2","1.0","1.0","Tsugumi Ohba","Tsugumi Ohba","Tsugumi Ohba","Tsugumi Ohba","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32989","Amazon_11897","0.0",,"The Concrete Blonde","The Complete Works","The Concrete Blonde","The Complete Works","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_28383","Amazon_10688","0.3",,"Y: The Last Man - The Deluxe Edition Book Five","Y The Last Man Deluxe Edition Book Three","Y: The Last Man - The Deluxe Edition Book Five","Y The Last Man Deluxe Edition Book Three","0.0","0.0","Brian K. Vaughan","Brian K. Vaughan","Brian K. Vaughan","Brian K. Vaughan","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
